timestamp,0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH),0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH)
27515779,,,,,26.26,6.58
27516696,21.55,54.18,,,,
27516571,,,24.28,6.35,,
27516791,,,,,26.25,6.52
27517708,21.52,54.18,,,,
27517583,,,24.27,6.37,,
27517803,,,,,26.26,6.55
27518719,21.52,54.18,,,,
27518594,,,24.29,6.37,,
27518814,,,,,26.25,6.56
27519731,21.51,54.22,,,,
27519606,,,24.29,6.38,,
27519826,,,,,26.27,6.58
27520743,21.5,54.22,,,,
27520618,,,24.26,6.37,,
27520838,,,,,26.25,6.58
27521754,21.49,54.22,,,,
27521629,,,24.28,6.37,,
27521849,,,,,26.27,6.58
27522766,21.48,54.23,,,,
27522641,,,24.26,6.37,,
27522861,,,,,26.27,6.59
27523778,21.51,54.23,,,,
27523653,,,24.29,6.35,,
27523873,,,,,26.26,6.57
27524789,21.56,54.25,,,,
27524664,,,24.26,6.37,,
27524884,,,,,26.25,6.56
27525801,21.57,54.25,,,,
27525676,,,24.27,6.37,,
27525896,,,,,26.26,6.5
27526813,21.56,54.21,,,,
27526688,,,24.28,6.38,,
27526908,,,,,26.26,6.58
27527824,21.57,54.2,,,,
27527700,,,24.28,6.38,,
27527919,,,,,26.28,6.55
27528836,21.56,54.18,,,,
27528711,,,24.28,6.39,,
27528931,,,,,26.26,6.53
27529848,21.57,54.15,,,,
27529723,,,24.25,6.39,,
27529943,,,,,26.26,6.51
27530860,21.6,54.15,,,,
27530734,,,24.29,6.38,,
27530954,,,,,26.24,6.52
27531872,21.59,54.09,,,,
27531747,,,24.28,6.37,,
27531966,,,,,26.23,6.51
27532883,21.62,54.09,,,,
27532758,,,24.29,6.37,,
27532978,,,,,26.25,6.46
27533895,21.63,54.07,,,,
27533770,,,24.26,6.35,,
27533989,,,,,26.25,6.51
27534906,21.6,54.03,,,,
27534782,,,24.28,6.36,,
27535001,,,,,26.23,6.57
27535918,21.62,54.01,,,,
27535793,,,24.27,6.33,,
27536013,,,,,26.25,6.59
27536930,21.65,54.0,,,,
27536805,,,24.29,6.35,,
27537024,,,,,26.28,6.62
27537941,21.64,53.99,,,,
27537816,,,24.28,6.35,,
27538036,,,,,26.26,6.62
27538953,21.65,53.95,,,,
27538828,,,24.27,6.37,,
27539048,,,,,26.25,6.59
27539965,21.64,53.95,,,,
27539840,,,24.29,6.38,,
27540059,,,,,26.25,6.62
27540977,21.63,53.91,,,,
27540851,,,24.29,6.33,,
27541071,,,,,26.26,6.61
27541988,21.64,53.9,,,,
27541864,,,24.25,6.33,,
27542083,,,,,26.29,6.62
27543000,21.62,53.9,,,,
27542875,,,24.28,6.35,,
27543094,,,,,26.3,6.59
27544012,21.64,53.87,,,,
27543887,,,24.26,6.34,,
27544106,,,,,26.26,6.57
27545023,21.61,53.94,,,,
27544898,,,24.28,6.3,,
27545117,,,,,26.26,6.58
27546035,21.62,53.88,,,,
27545910,,,24.28,6.29,,
27546129,,,,,26.27,6.6
27547047,21.62,53.88,,,,
27546922,,,24.29,6.3,,
27547141,,,,,26.26,6.51
27548059,21.66,53.9,,,,
27547934,,,24.29,6.31,,
27548152,,,,,26.26,6.42
27549070,21.62,53.88,,,,
27548946,,,24.28,6.32,,
27549164,,,,,26.25,6.39
27550082,21.61,53.9,,,,
27549957,,,24.3,6.32,,
27550175,,,,,26.27,6.38
27551094,21.65,53.89,,,,
27550969,,,24.29,6.3,,
27551187,,,,,26.26,6.48
27552106,21.66,53.91,,,,
27551981,,,24.3,6.31,,
27552199,,,,,26.28,6.5
27553117,21.62,53.91,,,,
27552992,,,24.27,6.37,,
27553210,,,,,26.25,6.52
27554129,21.69,53.9,,,,
27554004,,,24.27,6.3,,
27554222,,,,,26.28,6.47
27555141,21.66,53.92,,,,
27555015,,,24.3,6.33,,
27555234,,,,,26.27,6.46
27556152,21.63,53.89,,,,
27556027,,,24.26,6.32,,
27556245,,,,,26.25,6.45
27557164,21.63,53.88,,,,
27557039,,,24.28,6.31,,
27557257,,,,,26.27,6.54
27558176,21.63,53.93,,,,
27558050,,,24.3,6.3,,
27558268,,,,,26.25,6.56
27559187,21.62,53.95,,,,
27559062,,,24.27,6.27,,
27559280,,,,,26.27,6.56
27560199,21.61,53.95,,,,
27560074,,,24.29,6.3,,
27560292,,,,,26.26,6.54
27561211,21.63,53.92,,,,
27561085,,,24.28,6.33,,
27561303,,,,,26.28,6.53
27562222,21.63,53.97,,,,
27562097,,,24.29,6.26,,
27562315,,,,,26.27,6.58
27563234,21.63,53.98,,,,
27563108,,,24.3,6.24,,
27563327,,,,,26.29,6.61
27564246,21.62,53.94,,,,
27564120,,,24.28,6.34,,
27564338,,,,,26.27,6.58
27565257,21.68,53.96,,,,
27565132,,,24.27,6.3,,
27565350,,,,,26.27,6.57
27566269,21.63,53.95,,,,
27566143,,,24.29,6.31,,
27566362,,,,,26.29,6.56
27567280,21.66,53.96,,,,
27567155,,,24.28,6.27,,
27567373,,,,,26.3,6.55
27568292,21.61,53.91,,,,
27568166,,,24.29,6.33,,
27568385,,,,,26.3,6.57
27569304,21.62,53.92,,,,
27569178,,,24.29,6.33,,
27569397,,,,,26.3,6.56
27570315,21.65,53.94,,,,
27570190,,,24.3,6.29,,
27570408,,,,,26.3,6.53
27571327,21.62,53.93,,,,
27571201,,,24.29,6.29,,
27571420,,,,,26.31,6.52
27572339,21.63,53.93,,,,
27572213,,,24.31,6.31,,
27572431,,,,,26.32,6.54
27573350,21.67,53.92,,,,
27573225,,,24.3,6.35,,
27573443,,,,,26.33,6.57
27574362,21.68,53.95,,,,
27574236,,,24.29,6.34,,
27574455,,,,,26.29,6.5
27575373,21.67,53.93,,,,
27575248,,,24.31,6.29,,
27575466,,,,,26.3,6.56
27576385,21.66,53.91,,,,
27576260,,,24.3,6.3,,
27576478,,,,,26.31,6.54
27577397,21.66,53.92,,,,
27577271,,,24.27,6.35,,
27577490,,,,,26.32,6.56
27578408,21.62,53.9,,,,
27578283,,,24.29,6.32,,
27578501,,,,,26.34,6.58
27579420,21.66,53.93,,,,
27579294,,,24.26,6.31,,
27579513,,,,,26.32,6.54
27580432,21.62,53.9,,,,
27580306,,,24.3,6.32,,
27580525,,,,,26.34,6.49
27581443,21.64,53.88,,,,
27581318,,,24.28,6.31,,
27581536,,,,,26.36,6.57
27582455,21.64,53.92,,,,
27582329,,,24.3,6.29,,
27582548,,,,,26.36,6.51
27583466,21.67,53.91,,,,
27583341,,,24.29,6.31,,
27583560,,,,,26.34,6.51
27584478,21.65,53.95,,,,
27584352,,,24.29,6.3,,
27584571,,,,,26.33,6.51
27585490,21.65,53.92,,,,
27585364,,,24.29,6.38,,
27585583,,,,,26.34,6.53
27586501,21.66,53.92,,,,
27586376,,,24.27,6.37,,
27586594,,,,,26.35,6.58
27587513,21.67,53.88,,,,
27587387,,,24.3,6.31,,
27587606,,,,,26.36,6.57
27588525,21.7,53.89,,,,
27588399,,,24.28,6.32,,
27588618,,,,,26.33,6.55
27589536,21.66,53.84,,,,
27589410,,,24.3,6.31,,
27589629,,,,,26.36,6.53
27590548,21.65,53.83,,,,
27590422,,,24.28,6.29,,
27590641,,,,,26.35,6.54
27591560,21.68,53.83,,,,
27591434,,,24.28,6.29,,
27591653,,,,,26.36,6.57
27592571,21.69,53.77,,,,
27592445,,,24.27,6.33,,
27592664,,,,,26.36,6.48
27593583,21.64,53.8,,,,
27593457,,,24.28,6.25,,
27593676,,,,,26.36,6.54
27594594,21.66,53.76,,,,
27594468,,,24.31,6.29,,
27594687,,,,,26.35,6.49
27595606,21.65,53.74,,,,
27595480,,,24.27,6.3,,
27595699,,,,,26.32,6.52
27596618,21.63,53.73,,,,
27596492,,,24.3,6.32,,
27596711,,,,,26.34,6.42
27597629,21.62,53.7,,,,
27597503,,,24.3,6.32,,
27597722,,,,,26.35,6.42
27598641,21.67,53.74,,,,
27598515,,,24.29,6.28,,
27598734,,,,,26.36,6.41
27599653,21.64,53.68,,,,
27599527,,,24.27,6.26,,
27599746,,,,,26.32,6.39
27600664,21.63,53.7,,,,
27600538,,,24.26,6.32,,
27600757,,,,,26.34,6.42
27601676,21.67,53.73,,,,
27601550,,,24.29,6.3,,
27601769,,,,,26.35,6.38
27602688,21.66,53.66,,,,
27602561,,,24.29,6.26,,
27602780,,,,,26.32,6.41
27603699,21.67,53.66,,,,
27603573,,,24.28,6.25,,
27603792,,,,,26.31,6.44
27604711,21.66,53.65,,,,
27604585,,,24.28,6.27,,
27604804,,,,,26.32,6.39
27605723,21.66,53.62,,,,
27605596,,,24.3,6.29,,
27605816,,,,,26.32,6.44
27606734,21.65,53.61,,,,
27606608,,,24.3,6.31,,
27606827,,,,,26.3,6.47
27607746,21.67,53.61,,,,
27607619,,,24.3,6.32,,
27607839,,,,,26.31,6.45
27608757,21.69,53.58,,,,
27608631,,,24.29,6.3,,
27608851,,,,,26.31,6.49
27609769,21.69,53.56,,,,
27609643,,,24.32,6.26,,
27609863,,,,,26.33,6.5
27610781,21.68,53.52,,,,
27610654,,,24.31,6.27,,
27610875,,,,,26.32,6.5
27611792,21.65,53.52,,,,
27611666,,,24.33,6.27,,
27611886,,,,,26.32,6.47
27612804,21.67,53.51,,,,
27612677,,,24.31,6.22,,
27612898,,,,,26.31,6.51
27613816,21.68,53.54,,,,
27613689,,,24.33,6.27,,
27613910,,,,,26.33,6.51
27614827,21.66,53.56,,,,
27614701,,,24.32,6.24,,
27614921,,,,,26.31,6.45
27615839,21.67,53.52,,,,
27615712,,,24.33,6.24,,
27615933,,,,,26.3,6.49
27616851,21.68,53.54,,,,
27616724,,,24.32,6.22,,
27616945,,,,,26.3,6.45
27617862,21.7,53.51,,,,
27617735,,,24.36,6.23,,
27617957,,,,,26.35,6.42
27618874,21.72,53.51,,,,
27618747,,,24.34,6.25,,
27618968,,,,,26.33,6.49
27619885,21.7,53.47,,,,
27619759,,,24.33,6.2,,
27619980,,,,,26.32,6.45
27620897,21.72,53.48,,,,
27620770,,,24.36,6.23,,
27620992,,,,,26.3,6.45
27621909,21.7,53.49,,,,
27621782,,,24.34,6.23,,
27622003,,,,,26.3,6.4
27622920,21.75,53.48,,,,
27622794,,,24.34,6.23,,
27623015,,,,,26.3,6.36
27623932,21.75,53.45,,,,
27623805,,,24.37,6.25,,
27624027,,,,,26.28,6.36
27624944,21.76,53.39,,,,
27624817,,,24.35,6.29,,
27625038,,,,,26.29,6.37
27625955,21.79,53.37,,,,
27625828,,,24.38,6.22,,
27626050,,,,,26.28,6.38
27626967,21.8,53.32,,,,
27626840,,,24.35,6.24,,
27627062,,,,,26.3,6.32
27627979,21.82,53.29,,,,
27627852,,,24.36,6.27,,
27628073,,,,,26.3,6.34
27628990,21.79,53.25,,,,
27628863,,,24.36,6.24,,
27629085,,,,,26.3,6.36
27630002,21.8,53.21,,,,
27629875,,,24.35,6.25,,
27630097,,,,,26.28,6.33
27631013,21.8,53.2,,,,
27630886,,,24.35,6.25,,
27631109,,,,,26.27,6.39
27632025,21.83,53.25,,,,
27631898,,,24.35,6.25,,
27632120,,,,,26.28,6.34
27633037,21.82,53.16,,,,
27632910,,,24.36,6.19,,
27633132,,,,,26.28,6.36
27634048,21.78,53.14,,,,
27633921,,,24.36,6.26,,
27634144,,,,,26.25,6.34
27635060,21.77,53.11,,,,
27634933,,,24.38,6.22,,
27635155,,,,,26.25,6.3
27636072,21.8,53.17,,,,
27635944,,,24.36,6.26,,
27636167,,,,,26.26,6.3
27637083,21.77,53.15,,,,
27636956,,,24.38,6.24,,
27637179,,,,,26.23,6.29
27638095,21.78,53.16,,,,
27637968,,,24.38,6.21,,
27638190,,,,,26.28,6.32
27639107,21.75,53.17,,,,
27638979,,,24.38,6.27,,
27639202,,,,,26.26,6.35
27640118,21.74,53.17,,,,
27639991,,,24.39,6.25,,
27640213,,,,,26.26,6.39
27641130,21.74,53.16,,,,
27641003,,,24.41,6.26,,
27641225,,,,,26.26,6.39
27642142,21.73,53.17,,,,
27642014,,,24.4,6.26,,
27642237,,,,,26.22,6.42
27643154,21.76,53.21,,,,
27643026,,,24.38,6.25,,
27643248,,,,,26.25,6.39
27644165,21.78,53.24,,,,
27644038,,,24.38,6.23,,
27644260,,,,,26.24,6.46
27645177,21.76,53.25,,,,
27645049,,,24.4,6.25,,
27645272,,,,,26.24,6.42
27646188,21.74,53.24,,,,
27646061,,,24.4,6.24,,
27646283,,,,,26.23,6.47
27647200,21.78,53.24,,,,
27647073,,,24.4,6.27,,
27647295,,,,,26.25,6.44
27648212,21.8,53.23,,,,
27648084,,,24.36,6.27,,
27648306,,,,,26.27,6.48
27649224,21.81,53.18,,,,
27649096,,,24.41,6.21,,
27649318,,,,,26.27,6.54
27650235,21.78,53.19,,,,
27650107,,,24.4,6.25,,
27650330,,,,,26.26,6.51
27651247,21.77,53.17,,,,
27651119,,,24.4,6.2,,
27651341,,,,,26.26,6.52
27652259,21.75,53.14,,,,
27652131,,,24.38,6.22,,
27652353,,,,,26.26,6.52
27653270,21.77,53.17,,,,
27653142,,,24.38,6.23,,
27653365,,,,,26.27,6.5
27654282,21.78,53.21,,,,
27654154,,,24.4,6.21,,
27654376,,,,,26.26,6.47
27655293,21.78,53.25,,,,
27655165,,,24.4,6.26,,
27655388,,,,,26.24,6.46
27656305,21.77,53.26,,,,
27656177,,,24.4,6.25,,
27656400,,,,,26.23,6.44
27657317,21.77,53.24,,,,
27657189,,,24.4,6.25,,
27657412,,,,,26.23,6.41
27658328,21.78,53.24,,,,
27658200,,,24.4,6.19,,
27658424,,,,,26.25,6.4
27659340,21.78,53.27,,,,
27659212,,,24.39,6.27,,
27659435,,,,,26.26,6.37
27660352,21.77,53.29,,,,
27660223,,,24.41,6.26,,
27660447,,,,,26.24,6.43
27661363,21.78,53.28,,,,
27661235,,,24.38,6.25,,
27661459,,,,,26.25,6.44
27662375,21.79,53.22,,,,
27662247,,,24.41,6.25,,
27662470,,,,,26.27,6.4
27663387,21.84,53.26,,,,
27663258,,,24.4,6.26,,
27663482,,,,,26.24,6.44
27664399,21.82,53.24,,,,
27664270,,,24.41,6.23,,
27664493,,,,,26.23,6.42
27665410,21.83,53.25,,,,
27665281,,,24.4,6.25,,
27665505,,,,,26.25,6.39
27666422,21.8,53.23,,,,
27666293,,,24.42,6.2,,
27666517,,,,,26.23,6.4
27667434,21.8,53.23,,,,
27667305,,,24.42,6.19,,
27667528,,,,,26.24,6.49
27668445,21.74,53.25,,,,
27668316,,,24.4,6.2,,
27668540,,,,,26.23,6.49
27669457,21.78,53.24,,,,
27669328,,,24.42,6.24,,
27669552,,,,,26.26,6.48
27670468,21.8,53.24,,,,
27670340,,,24.43,6.2,,
27670563,,,,,26.25,6.49
27671480,21.84,53.22,,,,
27671351,,,24.38,6.23,,
27671575,,,,,26.23,6.49
27672492,21.79,53.17,,,,
27672363,,,24.41,6.25,,
27672587,,,,,26.24,6.48
27673503,21.83,53.17,,,,
27673374,,,24.43,6.23,,
27673598,,,,,26.26,6.52
27674515,21.84,53.15,,,,
27674386,,,24.41,6.21,,
27674610,,,,,26.24,6.48
27675527,21.85,53.11,,,,
27675398,,,24.42,6.2,,
27675622,,,,,26.25,6.46
27676538,21.88,53.12,,,,
27676409,,,24.41,6.18,,
27676633,,,,,26.23,6.44
27677550,21.88,53.08,,,,
27677421,,,24.42,6.19,,
27677645,,,,,26.25,6.45
27678562,21.88,53.07,,,,
27678432,,,24.42,6.21,,
27678656,,,,,26.25,6.47
27679574,21.85,53.01,,,,
27679444,,,24.42,6.17,,
27679668,,,,,26.27,6.44
27680586,21.86,53.0,,,,
27680456,,,24.4,6.17,,
27680680,,,,,26.26,6.45
27681597,21.87,52.96,,,,
27681467,,,24.4,6.17,,
27681691,,,,,26.26,6.44
27682609,21.91,52.95,,,,
27682479,,,24.42,6.15,,
27682703,,,,,26.28,6.39
27683620,21.88,52.92,,,,
27683490,,,24.45,6.16,,
27683715,,,,,26.26,6.37
27684632,21.9,52.88,,,,
27684502,,,24.41,6.15,,
27684726,,,,,26.28,6.39
27685644,21.9,52.85,,,,
27685514,,,24.4,6.15,,
27685738,,,,,26.28,6.36
27686655,21.89,52.86,,,,
27686525,,,24.42,6.16,,
27686750,,,,,26.27,6.42
27687667,21.87,52.82,,,,
27687537,,,24.41,6.14,,
27687761,,,,,26.26,6.41
27688679,21.92,52.79,,,,
27688548,,,24.41,6.14,,
27688773,,,,,26.28,6.4
27689690,21.93,52.79,,,,
27689560,,,24.41,6.15,,
27689785,,,,,26.27,6.38
27690702,21.93,52.79,,,,
27690572,,,24.42,6.13,,
27690796,,,,,26.27,6.39
27691714,21.91,52.75,,,,
27691583,,,24.43,6.11,,
27691808,,,,,26.3,6.36
27692725,21.92,52.73,,,,
27692595,,,24.42,6.12,,
27692820,,,,,26.27,6.4
27693738,21.88,52.75,,,,
27693607,,,24.42,6.09,,
27693831,,,,,26.28,6.37
27694749,21.89,52.7,,,,
27694618,,,24.42,6.14,,
27694843,,,,,26.3,6.36
27695761,21.92,52.75,,,,
27695630,,,24.42,6.06,,
27695855,,,,,26.28,6.28
27696773,21.91,52.72,,,,
27696641,,,24.42,6.06,,
27696867,,,,,26.28,6.28
27697784,21.85,52.65,,,,
27697653,,,24.41,6.07,,
27697878,,,,,26.27,6.26
27698796,21.84,52.67,,,,
27698665,,,24.44,6.11,,
27698890,,,,,26.25,6.28
27699807,21.85,52.69,,,,
27699676,,,24.35,8.02,,
27699902,,,,,26.25,6.44
27700819,21.84,52.71,,,,
27700688,,,24.36,14.63,,
27700913,,,,,26.25,7.28
27701831,21.82,52.75,,,,
27701699,,,24.31,21.64,,
27701925,,,,,26.23,8.26
27702842,21.81,52.72,,,,
27702711,,,24.35,27.07,,
27702937,,,,,26.22,9.24
27703854,21.82,52.8,,,,
27703723,,,24.31,30.64,,
27703948,,,,,26.23,9.9
27704866,21.81,52.83,,,,
27704734,,,24.31,32.7,,
27704960,,,,,26.23,10.31
27705877,21.79,52.83,,,,
27705746,,,24.3,34.5,,
27705972,,,,,26.23,10.73
27706889,21.77,52.83,,,,
27706758,,,24.3,36.46,,
27706984,,,,,26.21,11.58
27707901,21.79,52.8,,,,
27707769,,,24.35,37.75,,
27707995,,,,,26.23,13.49
27708912,21.79,52.79,,,,
27708781,,,24.33,37.99,,
27709007,,,,,26.19,16.29
27709924,21.78,52.75,,,,
27709792,,,24.34,38.53,,
27710019,,,,,26.17,20.53
27710936,21.76,52.75,,,,
27710804,,,24.33,38.84,,
27711030,,,,,26.14,24.23
27711947,21.77,52.74,,,,
27711816,,,24.36,38.69,,
27712042,,,,,26.12,27.45
27712959,21.76,52.75,,,,
27712827,,,24.35,37.89,,
27713054,,,,,26.13,29.64
27713970,21.76,52.71,,,,
27713839,,,24.35,36.66,,
27714066,,,,,26.14,30.87
27714982,21.73,52.65,,,,
27714850,,,24.36,35.85,,
27715077,,,,,26.16,31.75
27715994,21.72,52.61,,,,
27715862,,,24.38,35.27,,
27716089,,,,,26.17,32.21
27717005,21.73,52.6,,,,
27716874,,,24.4,34.83,,
27717101,,,,,26.15,32.45
27718017,21.72,52.63,,,,
27717885,,,24.41,34.52,,
27718112,,,,,26.16,32.68
27719029,21.76,52.57,,,,
27718897,,,24.43,34.29,,
27719124,,,,,26.17,32.85
27720040,21.74,52.61,,,,
27719908,,,24.45,34.18,,
27720136,,,,,26.16,33.11
27721052,21.76,52.6,,,,
27720920,,,24.46,34.12,,
27721147,,,,,26.14,33.29
27722063,21.71,52.61,,,,
27721932,,,24.47,34.46,,
27722159,,,,,26.16,33.62
27723075,21.72,52.65,,,,
27722943,,,24.49,35.7,,
27723171,,,,,26.12,34.14
27724087,21.73,52.63,,,,
27723955,,,24.5,36.6,,
27724183,,,,,26.09,35.09
27725099,21.75,52.72,,,,
27724966,,,24.54,36.98,,
27725194,,,,,26.07,36.02
27726110,21.77,52.72,,,,
27725978,,,24.55,37.05,,
27726206,,,,,26.08,36.86
27727122,21.75,52.74,,,,
27726990,,,24.56,36.78,,
27727218,,,,,26.05,37.45
27728133,21.71,52.75,,,,
27728001,,,24.58,36.69,,
27728230,,,,,26.07,37.77
27729145,21.75,52.77,,,,
27729013,,,24.59,36.6,,
27729242,,,,,26.04,37.92
27730157,21.73,52.77,,,,
27730024,,,24.63,36.39,,
27730253,,,,,26.04,38.22
27731168,21.69,52.82,,,,
27731036,,,24.63,36.39,,
27731266,,,,,26.0,38.4
27732180,21.71,52.81,,,,
27732048,,,24.66,36.67,,
27732277,,,,,26.01,38.67
27733192,21.71,52.8,,,,
27733059,,,24.69,36.9,,
27733289,,,,,25.99,38.86
27734203,21.69,52.79,,,,
27734071,,,24.69,37.02,,
27734301,,,,,25.98,39.01
27735215,21.68,52.82,,,,
27735082,,,24.68,37.42,,
27735313,,,,,25.99,39.07
27736226,21.7,52.82,,,,
27736094,,,24.75,37.81,,
27736324,,,,,25.96,39.3
27737238,21.71,52.86,,,,
27737106,,,24.74,37.69,,
27737336,,,,,25.96,39.43
27738250,21.69,52.86,,,,
27738117,,,24.75,37.66,,
27738348,,,,,25.93,39.51
27739261,21.71,52.88,,,,
27739129,,,24.69,38.34,,
27739359,,,,,25.91,39.59
27740273,21.69,52.93,,,,
27740140,,,24.73,39.31,,
27740372,,,,,25.91,39.75
27741285,21.68,52.93,,,,
27741152,,,24.74,39.83,,
27741383,,,,,25.9,39.86
27742296,21.72,53.0,,,,
27742164,,,24.76,40.07,,
27742395,,,,,25.88,39.96
27743308,21.74,53.0,,,,
27743175,,,24.79,39.91,,
27743407,,,,,25.8,40.1
27744319,21.72,52.97,,,,
27744187,,,24.8,39.65,,
27744418,,,,,25.81,40.29
27745331,21.73,52.96,,,,
27745199,,,24.81,39.34,,
27745430,,,,,25.82,40.46
27746343,21.72,53.0,,,,
27746210,,,24.81,39.15,,
27746442,,,,,25.8,40.45
27747354,21.75,52.94,,,,
27747222,,,24.83,39.13,,
27747453,,,,,25.82,40.52
27748366,21.76,52.93,,,,
27748233,,,24.84,39.2,,
27748465,,,,,25.78,40.54
27749378,21.76,52.94,,,,
27749245,,,24.84,39.12,,
27749477,,,,,25.81,40.62
27750390,21.8,52.89,,,,
27750257,,,24.85,39.13,,
27750489,,,,,25.79,40.62
27751402,21.79,52.87,,,,
27751268,,,24.86,39.05,,
27751500,,,,,25.74,40.6
27752413,21.8,52.88,,,,
27752280,,,24.85,39.01,,
27752512,,,,,25.76,40.75
27753425,21.79,52.88,,,,
27753292,,,24.87,39.08,,
27753524,,,,,25.74,40.8
27754437,21.76,52.86,,,,
27754303,,,24.85,38.84,,
27754535,,,,,25.72,40.88
27755448,21.73,52.89,,,,
27755315,,,24.86,39.13,,
27755547,,,,,25.7,40.95
27756460,21.7,52.92,,,,
27756326,,,24.89,39.36,,
27756559,,,,,25.69,41.06
27757471,21.69,52.94,,,,
27757338,,,24.89,39.5,,
27757571,,,,,25.69,41.12
27758483,21.68,53.0,,,,
27758350,,,24.89,39.53,,
27758582,,,,,25.66,41.2
27759495,21.66,53.01,,,,
27759361,,,24.88,39.48,,
27759594,,,,,25.64,41.26
27760506,21.68,53.05,,,,
27760373,,,24.91,39.43,,
27760606,,,,,25.66,41.29
27761518,21.66,53.05,,,,
27761384,,,24.93,39.4,,
27761618,,,,,25.65,41.23
27762530,21.65,53.03,,,,
27762396,,,24.9,39.45,,
27762629,,,,,25.65,41.17
27763541,21.64,53.08,,,,
27763407,,,24.94,39.92,,
27763641,,,,,25.62,41.13
27764553,21.66,53.09,,,,
27764419,,,24.96,40.05,,
27764653,,,,,25.63,41.1
27765565,21.66,53.14,,,,
27765431,,,24.96,40.03,,
27765664,,,,,25.61,41.06
27766576,21.66,53.17,,,,
27766442,,,24.99,39.94,,
27766676,,,,,25.63,40.99
27767588,21.62,53.13,,,,
27767454,,,24.97,39.84,,
27767688,,,,,25.59,40.97
27768599,21.66,53.15,,,,
27768465,,,25.0,39.86,,
27768699,,,,,25.59,40.94
27769611,21.64,53.18,,,,
27769477,,,25.0,39.96,,
27769711,,,,,25.6,40.85
27770623,21.66,53.18,,,,
27770489,,,25.0,40.13,,
27770722,,,,,25.58,40.85
27771634,21.67,53.24,,,,
27771500,,,24.99,40.52,,
27771734,,,,,25.58,40.81
27772646,21.66,53.21,,,,
27772512,,,25.02,40.87,,
27772746,,,,,25.58,40.77
27773658,21.66,53.18,,,,
27773523,,,25.02,40.9,,
27773757,,,,,25.56,40.72
27774669,21.67,53.2,,,,
27774535,,,25.04,40.82,,
27774769,,,,,25.55,40.71
27775681,21.67,53.17,,,,
27775547,,,25.03,40.73,,
27775781,,,,,25.55,40.66
27776693,21.67,53.17,,,,
27776558,,,25.04,40.58,,
27776792,,,,,25.53,40.53
27777704,21.66,53.14,,,,
27777570,,,25.05,40.38,,
27777804,,,,,25.55,40.48
27778716,21.71,53.16,,,,
27778581,,,25.05,40.25,,
27778816,,,,,25.55,40.41
27779727,21.68,53.17,,,,
27779593,,,25.05,40.22,,
27779827,,,,,25.53,40.36
27780739,21.72,53.18,,,,
27780605,,,25.06,40.27,,
27780839,,,,,25.55,40.33
27781751,21.77,53.19,,,,
27781616,,,25.08,40.27,,
27781850,,,,,25.51,40.4
27782762,21.73,53.17,,,,
27782628,,,25.07,40.29,,
27782862,,,,,25.55,40.4
27783774,21.75,53.14,,,,
27783640,,,25.08,40.24,,
27783874,,,,,25.52,40.37
27784786,21.73,53.07,,,,
27784651,,,25.11,40.25,,
27784885,,,,,25.55,40.35
27785797,21.75,53.09,,,,
27785663,,,25.12,40.21,,
27785897,,,,,25.53,40.36
27786809,21.76,53.08,,,,
27786674,,,25.13,40.23,,
27786909,,,,,25.56,40.34
27787820,21.73,53.08,,,,
27787686,,,25.14,40.22,,
27787920,,,,,25.56,40.42
27788832,21.73,53.02,,,,
27788698,,,25.16,40.23,,
27788932,,,,,25.55,40.34
27789844,21.74,53.04,,,,
27789709,,,25.18,40.22,,
27789944,,,,,25.57,40.34
27790855,21.77,53.07,,,,
27790721,,,25.19,40.2,,
27790955,,,,,25.56,40.32
27791867,21.78,53.05,,,,
27791733,,,25.21,40.2,,
27791967,,,,,25.57,40.26
27792879,21.77,53.09,,,,
27792744,,,25.23,40.19,,
27792979,,,,,25.59,40.25
27793890,21.76,53.11,,,,
27793756,,,25.22,40.17,,
27793990,,,,,25.6,40.18
27794902,21.78,53.1,,,,
27794767,,,25.27,40.15,,
27795002,,,,,25.62,40.15
27795913,21.71,53.06,,,,
27795779,,,25.27,40.09,,
27796013,,,,,25.64,40.15
27796925,21.75,53.05,,,,
27796791,,,25.26,40.12,,
27797025,,,,,25.64,40.04
27797937,21.73,53.07,,,,
27797802,,,25.29,40.12,,
27798037,,,,,25.65,39.98
27798948,21.73,53.09,,,,
27798814,,,25.32,40.19,,
27799049,,,,,25.69,39.97
27799960,21.74,53.07,,,,
27799826,,,25.32,40.19,,
27800060,,,,,25.71,39.95
27800972,21.74,53.07,,,,
27800837,,,25.33,40.22,,
27801072,,,,,25.7,39.94
27801983,21.73,53.11,,,,
27801849,,,25.33,40.17,,
27802084,,,,,25.74,39.94
27802995,21.72,53.12,,,,
27802860,,,25.36,40.16,,
27803095,,,,,25.76,39.88
27804007,21.76,53.17,,,,
27803872,,,25.37,40.09,,
27804107,,,,,25.76,39.88
27805018,21.77,53.14,,,,
27804884,,,25.39,40.04,,
27805118,,,,,25.78,39.85
27806030,21.73,53.13,,,,
27805896,,,25.38,39.94,,
27806130,,,,,25.78,39.84
27807042,21.72,53.12,,,,
27806907,,,25.39,39.91,,
27807142,,,,,25.78,39.79
27808053,21.72,53.15,,,,
